laptop_ID,Price_in_euros
1278,638.3337142857143
744,1165.450875
1010,1266.904
351,1499.7868333333338
524,1717.7835536507928
573,684.7046036904761
208,1851.1043246753231
799,643.3413571428571
97,1167.0112580952389
375,1607.4316666666668
1076,436.3206407142858
189,1778.904761904762
225,808.4987495143256
1084,1356.9708214285713
1029,1167.0112580952389
1248,1664.0281635031633
73,1018.8195
1178,1279.6812880952382
659,903.1817673992678
87,1644.15794047619
474,947.4654689911337
1111,829.3476
56,767.2720200000002
816,797.1398081920858
1077,1716.2670600000006
348,1010.4396947619045
664,808.4987495143256
536,1080.4912142857142
248,1024.9296059523822
3,784.2029415476192
170,466.2464442673692
555,390.3987185085056
612,2133.4615999999996
1239,808.4987495143256
981,777.4083958333335
487,1013.4381500000003
404,1067.786367142857
1031,1975.8808333333334
1314,217.8365
320,763.7179849999999
729,1088.0030000000004
1107,1324.7193522041853
314,390.3987185085056
1273,417.10965998889986
1270,583.2974761904761
693,1507.6477
1205,603.6551904761906
911,1080.4912142857142
272,472.12208767171484
532,779.3297873015872
1102,1279.6812880952382
1182,466.2464442673692
839,4775.543150000001
529,1084.5693930952386
863,771.3266857864361
772,1283.517844186369
1221,1974.2981666666662
759,445.4340873015872
1194,1014.7483826551229
821,1709.853357142857
497,893.5771386955955
100,510.50868537434775
1204,1588.8603333333335
1071,903.1817673992678
1202,716.8531275974026
881,593.4107023376625
919,472.12208767171484
968,1279.6812880952382
299,667.9916681890332
632,808.4987495143256
36,352.26366666666667
193,771.3266857864361
1274,2459.924863492063
481,841.7769077777776
143,724.2450333333333
999,436.3206407142858
383,778.3211956709955
1075,2459.924863492063
168,466.2464442673692
515,1101.5106950000004
662,390.3987185085056
1150,1624.4699790487286
108,588.6624128571431
997,605.8151039393939
103,695.5449235137087
308,808.4987495143256
975,1504.852764880952
872,1353.040555277777
1170,763.7179849999999
425,768.5239500000005
179,893.5771386955955
217,466.2464442673692
803,1356.9708214285713
1148,1353.040555277777
814,1580.618662857143
774,641.93695
908,1074.749995238095
1006,482.86939849927853
1247,808.4987495143256
707,466.2464442673692
1230,2123.4525
381,457.4918069119768
882,472.12208767171484
708,1024.9296059523822
502,1561.0904157142857
1169,390.3987185085056
550,903.1817673992678
1096,3057.58495
24,782.7186666666666
784,979.4118117134145
556,1096.4329493506486
807,1600.1660837967588
1245,634.7687780303033
751,1279.6812880952382
1039,1454.177619047619
1176,1071.550115551115
797,2318.2503809523805
830,863.39
865,893.5771386955955
313,893.5771386955955
1217,2123.4525
1046,1324.7193522041853
1253,466.2464442673692
931,1750.216642857143
232,1163.0088226260086
1174,1750.216642857143
969,2433.7973433333304
548,477.8744666666667
164,776.738367261905
1047,1083.1934002380951
77,808.4987495143256
652,479.6255515290267
554,634.7687780303033
512,1794.090333333335
1127,466.2464442673692
1131,2360.753174999998
785,1624.4699790487286
140,1471.845435714286
1225,472.12208767171484
922,1711.8836380952382
479,1548.975
544,390.3987185085056
841,466.2464442673692
478,1080.4912142857142
1155,1327.3875
113,1871.4229999999995
284,771.3266857864361
415,472.12208767171484
735,810.5260429292932
604,1279.6812880952382
33,543.1218142857142
177,417.10965998889986
363,1038.3008333333332
888,1425.6303452380962
530,660.1932047619048
150,417.10965998889986
62,1279.6812880952382
1212,916.3704246031748
752,1624.4699790487286
851,3174.587701666666
1097,556.8913333333334
84,1015.9547678571428
1042,1425.6303452380962
605,1295.66860452381
668,1080.9903926767677
1066,893.5771386955955
1237,1434.1798309718067
1259,1791.0941666666668
198,782.7186666666666
617,4575.27693044733
420,916.3704246031748
1267,1867.9124880952386
11,390.3987185085056
800,729.8955000000001
829,466.2464442673692
368,816.3204476190476
1164,1580.618662857143
809,1674.416444444444
1255,703.5778571428575
793,1852.7941
1142,1580.618662857143
47,472.12208767171484
1264,477.8744666666667
428,924.67225015873
1308,472.52024
374,763.7179849999999
301,1071.550115551115
767,2625.449815357142
1009,1018.8195
82,1327.3875
280,979.4118117134145
940,1504.852764880952
1172,797.1398081920858
1157,903.1817673992678
1238,893.5771386955955
315,1430.342
583,2099.4216666666666
704,2209.84
649,1174.5116480158733
897,634.7687780303033
1064,2084.4738333333335
147,390.3987185085056
274,667.9916681890332
1087,1580.618662857143
1193,1008.7462095238095
1045,518.3524859518259
433,947.4654689911337
68,390.3987185085056
1141,556.8913333333334
777,1176.125809523809
72,1159.7533333333333
900,493.6977142857138
419,466.2464442673692
577,1719.4374111111108
656,1283.517844186369
249,1600.1660837967588
713,839.0977586111112
1272,472.12208767171484
300,1371.1761333333336
457,695.5449235137087
268,634.7687780303033
122,1134.9266666666656
531,771.3266857864361
399,811.1608187819954
109,422.35719979375193
971,461.69833333333344
310,472.12208767171484
692,1283.517844186369
392,651.3419033333336
812,848.0930331746031
794,1778.8497
950,634.7687780303033
173,734.6703666666667
892,605.8151039393939
1143,903.1817673992678
665,1719.416886984126
776,1680.8355404761905
868,1425.6303452380962
658,3854.003226190477
1023,820.4955666666668
495,1762.5605555555555
885,2082.4310666666665
1220,1717.5590000000002
332,613.2061904761905
192,1334.5294999999999
429,1306.864825604934
1079,2133.4615999999996
846,417.10965998889986
561,1151.8109047619048
330,808.4987495143256
158,543.412102171717
127,466.2464442673692
38,771.3266857864361
1032,1642.2206895238094
1201,466.2464442673692
646,1799.1914866827615
679,1080.4912142857142
820,1940.6662586580087
948,745.5036666666667
483,1217.5138952777777
1017,820.4955666666668
421,1491.4121323809532
